reclat,reclon,
42.95362,-78.82905,
42.95361,-78.82904,
42.9536,-78.82903,
42.9536,-78.82902,
42.95359,-78.82901,
42.95359,-78.829,
42.95359,-78.82899,
42.95359,-78.82898,
42.95359,-78.82896,
42.9536,-78.82895,
42.9536,-78.82895,
42.95361,-78.82894,
42.95361,-78.82894,
42.95361,-78.82894,
42.95361,-78.82895,
42.95362,-78.82895,
42.95362,-78.82895,
42.95363,-78.82896,
42.95363,-78.82897,
42.95362,-78.82897,
42.95362,-78.82898,
42.95362,-78.82898,
42.95362,-78.82898,
42.95365,-78.82897,
42.95365,-78.82896,
42.95366,-78.82896,
42.95366,-78.82896,
42.95368,-78.82894,
42.95369,-78.82893,
42.95369,-78.82893,
42.9537,-78.82893,
42.95371,-78.82892,
42.95372,-78.82892,
42.95373,-78.82892,
42.95374,-78.82891,
42.95375,-78.82892,
42.95376,-78.82892,
42.95376,-78.8289,
42.95377,-78.82889,
42.95377,-78.82888,
42.95376,-78.82886,
42.95377,-78.82885,
42.95377,-78.82884,
42.95378,-78.82884,
42.95378,-78.82883,
42.95379,-78.82883,
42.9538,-78.82883,
42.9538,-78.82883,
42.9538,-78.82883,
42.95381,-78.82883,
42.95381,-78.82882,
42.95382,-78.82882,
42.95383,-78.82882,
42.95383,-78.82881,
42.95384,-78.82881,
42.95384,-78.8288,
42.95384,-78.82879,
42.95385,-78.82879,
42.95385,-78.82878,
42.95385,-78.82878,
42.95386,-78.82877,
42.95387,-78.82877,
42.95388,-78.82877,
42.95388,-78.82877,
42.95388,-78.82876,
42.95389,-78.82875,
42.9539,-78.82874,
42.9539,-78.82875,
42.95391,-78.82875,
42.95391,-78.82875,
42.95392,-78.82875,
42.95392,-78.82875,
42.95392,-78.82874,
42.95393,-78.82873,
42.95393,-78.82873,
42.95393,-78.82872,
42.95393,-78.82871,
42.95392,-78.8287,
42.95392,-78.82869,
42.95392,-78.82868,
42.95392,-78.82867,
42.95393,-78.82866,
42.95393,-78.82866,
42.95394,-78.82865,
42.95395,-78.82865,
42.95395,-78.82865,
42.95396,-78.82865,
42.95396,-78.82864,
42.95396,-78.82864,
42.95397,-78.82863,
42.95397,-78.82863,
42.95398,-78.82862,
42.95399,-78.82861,
42.954,-78.82861,
42.95401,-78.8286,
42.95402,-78.82859,
42.95403,-78.82858,
42.95404,-78.82856,
42.95405,-78.82856,
42.95406,-78.82855,
42.95406,-78.82855,
42.95408,-78.82855,
42.95408,-78.82855,
42.95409,-78.82854,
42.9541,-78.82854,
42.9541,-78.82853,
42.9541,-78.82851,
42.9541,-78.8285,
42.95411,-78.8285,
42.95411,-78.82849,
42.9541,-78.8285,
42.9541,-78.82849,
42.9541,-78.8285,
42.9541,-78.8285,
42.9541,-78.8285,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95409,-78.82849,
42.95406,-78.82848,
42.95406,-78.82848,
42.95406,-78.82849,
42.95405,-78.8285,
42.95405,-78.8285,
42.95405,-78.82851,
42.95405,-78.82852,
42.95404,-78.82853,
42.95404,-78.82855,
42.95403,-78.82856,
42.95402,-78.82857,
42.95402,-78.82859,
42.95401,-78.8286,
42.954,-78.8286,
42.954,-78.8286,
42.954,-78.82861,
42.954,-78.82861,
42.95399,-78.82861,
42.954,-78.82862,
42.95399,-78.82862,
42.95399,-78.82863,
42.954,-78.82863,
42.95399,-78.82863,
42.95399,-78.82863,
42.95399,-78.82863,
42.95399,-78.82863,
42.95398,-78.82861,
42.95398,-78.8286,
42.95398,-78.8286,
42.95398,-78.8286,
42.95398,-78.82859,
42.95398,-78.82859,
42.95398,-78.82859,
42.95398,-78.82859,
42.95398,-78.82859,
42.95398,-78.82859,
42.95398,-78.82859,
42.95398,-78.82859,
42.95398,-78.82859,
42.95396,-78.82857,
42.95396,-78.82856,
